grid_id,lat,lng,time_slot,population,crowd_score
다사63254350,37.4911493,127.0856934,2,1874.83,67.9
다사63254375,37.4934027,127.0856809,2,1570.64,63.0
다사63254400,37.495656,127.0856685,2,1445.1,60.7
다사63254425,37.4979094,127.085656,2,153.17,28.6
다사63254450,37.5001628,127.0856436,2,41.82,15.3
다사63254475,37.5024161,127.0856311,2,1598.96,64.0
다사63254500,37.5046695,127.0856187,2,4126.99,93.8
다사63254525,37.5069228,127.0856062,2,810.03,48.1
다사63254550,37.5091762,127.0855937,2,700.42,47.2
다사63254575,37.5114295,127.0855813,2,6083.03,99.0
다사63254600,37.5136829,127.0855688,2,4430.85,95.3
다사63254625,37.5159362,127.0855564,2,3187.75,87.9
다사63254650,37.5181896,127.0855439,2,110.81,26.9
다사63254750,37.527203,127.085494,2,19.51,10.1
다사63254775,37.5294563,127.0854816,2,815.19,48.4
다사63254800,37.5317097,127.0854691,2,1635.59,64.4
다사63254825,37.533963,127.0854566,2,508.99,42.5
다사63254850,37.5362164,127.0854442,2,1689.12,65.4
다사63504325,37.4889058,127.0885337,2,86.04,23.0
다사63504350,37.4911592,127.0885213,2,3093.7,86.4
다사63504375,37.4934126,127.088509,2,673.99,46.4
다사63504400,37.4956659,127.0884966,2,98.39,25.2
다사63504425,37.4979193,127.0884842,2,96.5,24.9
다사63504450,37.5001726,127.0884719,2,1982.08,70.9
다사63504475,37.502426,127.0884595,2,4007.06,93.1
다사63504500,37.5046794,127.0884471,2,441.9,40.7
다사63504525,37.5069327,127.0884348,2,6267.67,99.5
다사63504550,37.5091861,127.0884224,2,897.79,51.1
다사63504575,37.5114394,127.08841,2,8.99,4.4
다사63504600,37.5136928,127.0883976,2,4174.75,94.3
다사63504625,37.5159461,127.0883853,2,1426.38,60.5
다사63504650,37.5181995,127.0883729,2,71.26,20.7
다사63504750,37.5272129,127.0883234,2,105.63,26.2
다사63504775,37.5294662,127.088311,2,17.67,8.4
다사63504800,37.5317196,127.0882986,2,1561.0,62.7
다사63504825,37.5339729,127.0882862,2,3860.23,92.3
다사63504850,37.5362263,127.0882738,2,1371.11,59.5
다사63504875,37.5384796,127.0882614,2,3251.57,88.4
다사63754350,37.491169,127.0913493,2,599.38,44.9
다사63754375,37.4934224,127.091337,2,2340.66,76.0
다사63754400,37.4956757,127.0913247,2,208.7,33.3
다사63754425,37.4979291,127.0913125,2,94.97,24.7
다사63754450,37.5001825,127.0913002,2,3914.42,92.6
다사63754475,37.5024358,127.0912879,2,2300.71,75.3
다사63754500,37.5046892,127.0912756,2,3282.73,88.6
다사63754525,37.5069425,127.0912633,2,1297.03,58.3
다사63754550,37.5091959,127.091251,2,2635.58,81.0
다사63754575,37.5114492,127.0912387,2,2542.27,79.5
다사63754600,37.5137026,127.0912265,2,89.39,24.0
다사63754625,37.515956,127.0912142,2,1322.31,58.5
다사63754650,37.5182093,127.0912019,2,176.53,29.9
다사63754675,37.5204627,127.0911896,2,6.5,3.2
다사63754700,37.522716,127.0911773,2,16.39,7.9
다사63754725,37.5249694,127.091165,2,242.78,34.8
다사63754750,37.5272227,127.0911527,2,20.49,10.9
다사63754775,37.5294761,127.0911404,2,858.83,49.9
다사63754800,37.5317294,127.0911281,2,18.14,9.6
다사63754825,37.5339828,127.0911158,2,1141.05,55.6
다사63754850,37.5362361,127.0911035,2,1957.58,70.4
다사63754875,37.5384894,127.0910912,2,2315.22,75.8
다사64004350,37.4911788,127.0941773,2,4.57,1.0
다사64004375,37.4934321,127.0941651,2,699.11,46.9
다사64004400,37.4956855,127.0941529,2,189.27,31.9
다사64004425,37.4979389,127.0941407,2,1371.57,59.8
다사64004450,37.5001922,127.0941285,2,2709.55,82.0
다사64004475,37.5024456,127.0941163,2,1122.68,54.8
다사64004500,37.5046989,127.0941041,2,1963.04,70.6
다사64004525,37.5069523,127.0940919,2,3573.23,89.4
다사64004550,37.5092056,127.0940797,2,4914.47,97.3
다사64004575,37.511459,127.0940675,2,2390.3,76.8
다사64004600,37.5137124,127.0940553,2,4390.36,94.8
다사64004625,37.5159657,127.0940431,2,3705.58,91.1
다사64004650,37.5182191,127.0940309,2,649.67,46.2
다사64004675,37.5204724,127.0940187,2,223.01,34.3
다사64004700,37.5227258,127.0940064,2,107.22,26.4
다사64004800,37.5317392,127.0939576,2,1235.87,57.0
다사64004825,37.5339925,127.0939454,2,295.83,36.0
다사64004850,37.5362459,127.0939332,2,1888.77,68.4
다사64004875,37.5384992,127.0939209,2,2511.36,79.0
다사64254300,37.4866817,127.0970294,2,12.64,6.4
다사64254325,37.4889351,127.0970173,2,56.36,17.8
다사64254350,37.4911884,127.0970052,2,163.24,29.4
다사64254375,37.4934418,127.0969931,2,308.43,36.5
다사64254400,37.4956952,127.096981,2,45.44,16.3
다사64254425,37.4979485,127.0969689,2,793.89,47.9
다사64254450,37.5002019,127.0969568,2,1985.23,71.1
다사64254475,37.5024553,127.0969447,2,1631.89,64.2
다사64254500,37.5047086,127.0969326,2,1725.52,65.9
다사64254525,37.506962,127.0969204,2,2878.83,84.2
다사64254550,37.5092153,127.0969083,2,451.21,41.2
다사64254575,37.5114687,127.0968962,2,2631.63,80.7
다사64254600,37.513722,127.0968841,2,648.56,45.9
다사64254625,37.5159754,127.096872,2,16.04,7.4
다사64254650,37.5182288,127.0968599,2,17.8,8.9
다사64254675,37.5204821,127.0968477,2,146.29,28.1
다사64254700,37.5227355,127.0968356,2,10.59,5.7
다사64254775,37.5294955,127.0967992,2,6.19,2.5
다사64254800,37.5317489,127.0967871,2,88.54,23.7
다사64254825,37.5340022,127.096775,2,188.47,31.4
다사64254850,37.5362556,127.0967628,2,5744.25,98.5
다사64254875,37.5385089,127.0967507,2,1069.78,53.8
다사64504300,37.4866913,127.0998572,2,24.19,11.9
다사64504325,37.4889447,127.0998452,2,5271.29,98.3
다사64504350,37.4911981,127.0998332,2,1580.83,63.5
다사64504375,37.4934514,127.0998212,2,162.92,29.1
다사64504400,37.4957048,127.0998092,2,228.21,34.6
다사64504425,37.4979581,127.0997971,2,3098.31,86.7
다사64504450,37.5002115,127.0997851,2,2597.05,80.2
다사64504475,37.5024649,127.0997731,2,2537.38,79.3
다사64504500,37.5047182,127.099761,2,3088.93,86.2
다사64504525,37.5069716,127.099749,2,977.91,52.1
다사64504550,37.509225,127.099737,2,220.35,34.1
다사64504575,37.5114783,127.0997249,2,1206.82,56.5
다사64504600,37.5137317,127.0997129,2,714.19,47.4
다사64504625,37.515985,127.0997009,2,2209.93,74.1
다사64504650,37.5182384,127.0996888,2,4688.48,96.3
다사64504675,37.5204917,127.0996768,2,23.81,11.6
다사64504700,37.5227451,127.0996648,2,17.93,9.1
다사64504725,37.5249984,127.0996527,2,6.83,3.7
다사64504750,37.5272518,127.0996407,2,37.31,14.6
다사64504775,37.5295051,127.0996286,2,81.17,22.0
다사64504850,37.5362652,127.0995925,2,128.35,27.4
다사64504875,37.5385185,127.0995804,2,3662.19,90.1
다사64754300,37.4867009,127.102685,2,1198.45,56.3
다사64754325,37.4889542,127.1026731,2,2994.86,85.2
다사64754350,37.4912076,127.1026612,2,1247.57,57.3
다사64754375,37.493461,127.1026492,2,16.83,8.1
다사64754400,37.4957143,127.1026373,2,2300.91,75.6
다사64754425,37.4979677,127.1026254,2,2273.69,75.1
다사64754450,37.5002211,127.1026134,2,2411.21,77.5
다사64754475,37.5024744,127.1026015,2,44.26,16.0
다사64754500,37.5047278,127.1025895,2,2134.69,73.1
다사64754525,37.5069811,127.1025776,2,2729.14,82.2
다사64754550,37.5092345,127.1025656,2,283.52,35.8
다사64754575,37.5114879,127.1025537,2,347.27,38.8
다사64754600,37.5137412,127.1025417,2,2272.51,74.8
다사64754625,37.5159946,127.1025298,2,1060.7,53.6
다사64754650,37.5182479,127.1025178,2,1728.99,66.2
다사64754675,37.5205013,127.1025059,2,933.69,51.9
다사64754700,37.5227546,127.1024939,2,208.98,33.6
다사64754725,37.525008,127.102482,2,67.54,20.5
다사64754825,37.5340214,127.1024341,2,38.2,14.8
다사64754850,37.5362747,127.1024222,2,49.93,16.8
다사64754875,37.5385281,127.1024102,2,6.51,3.5
다사65004300,37.4867103,127.1055128,2,523.2,43.0
다사65004325,37.4889637,127.105501,2,2475.59,78.3
다사65004350,37.4912171,127.1054891,2,5.82,2.0
다사65004375,37.4934704,127.1054773,2,849.41,49.1
다사65004400,37.4957238,127.1054654,2,2745.77,82.5
다사65004425,37.4979772,127.1054536,2,3109.76,86.9
다사65004450,37.5002305,127.1054417,2,1117.39,54.6
다사65004475,37.5024839,127.1054299,2,2699.16,81.7
다사65004500,37.5047373,127.105418,2,2418.0,77.8
다사65004525,37.5069906,127.1054061,2,2837.16,83.7
다사65004550,37.509244,127.1053943,2,1183.23,55.8
다사65004575,37.5114973,127.1053824,2,886.27,50.6
다사65004600,37.5137507,127.1053706,2,213.61,33.8
다사65004625,37.5160041,127.1053587,2,3816.25,92.1
다사65004650,37.5182574,127.1053468,2,1287.84,58.0
다사65004675,37.5205108,127.105335,2,3800.16,91.9
다사65004700,37.5227641,127.1053231,2,4.07,0.0
다사65004725,37.5250175,127.1053112,2,16.2,7.7
다사65004750,37.5272708,127.1052993,2,275.2,35.6
다사65004800,37.5317775,127.1052756,2,60.9,18.8
다사65004825,37.5340309,127.1052637,2,342.92,38.5
다사65254325,37.4889731,127.1083289,2,310.33,37.0
다사65254350,37.4912265,127.1083171,2,29.78,13.1
다사65254375,37.4934799,127.1083053,2,1651.87,64.9
다사65254400,37.4957332,127.1082936,2,73.81,21.0
다사65254425,37.4979866,127.1082818,2,7521.52,100.0
다사65254450,37.50024,127.10827,2,1891.48,68.6
다사65254475,37.5024933,127.1082583,2,1859.87,67.4
다사65254500,37.5047467,127.1082465,2,1125.62,55.3
다사65254525,37.507,127.1082347,2,3042.1,85.4
다사65254550,37.5092534,127.1082229,2,1124.72,55.1
다사65254575,37.5115068,127.1082112,2,1214.6,56.8
다사65254600,37.5137601,127.1081994,2,2496.32,78.5
다사65254625,37.5160135,127.1081876,2,4910.87,97.0
다사65254650,37.5182668,127.1081758,2,6592.04,99.8
다사65254675,37.5205202,127.108164,2,425.24,40.2
다사65254700,37.5227735,127.1081523,2,1759.11,66.7
다사65254725,37.5250269,127.1081405,2,1539.3,62.0
다사65254750,37.5272803,127.1081287,2,4443.13,95.6
다사65254775,37.5295336,127.1081169,2,188.13,31.1
다사65254800,37.531787,127.1081051,2,340.9,38.3
다사65504325,37.4889825,127.1111568,2,472.65,41.7
다사65504350,37.4912358,127.1111451,2,559.76,44.4
다사65504375,37.4934892,127.1111334,2,632.4,45.4
다사65504400,37.4957426,127.1111217,2,453.34,41.5
다사65504425,37.4979959,127.11111,2,3356.22,88.9
다사65504450,37.5002493,127.1110984,2,351.43,39.0
다사65504475,37.5025027,127.1110867,2,2146.13,73.3
다사65504500,37.504756,127.111075,2,4659.07,96.0
다사65504525,37.5070094,127.1110633,2,1375.27,60.0
다사65504550,37.5092627,127.1110516,2,1335.9,59.0
다사65504575,37.5115161,127.1110399,2,2669.46,81.2
다사65504600,37.5137695,127.1110282,2,688.7,46.7
다사65504625,37.5160228,127.1110165,2,3702.01,90.9
다사65504650,37.5182762,127.1110048,2,4403.64,95.1
다사65504675,37.5205295,127.1109931,2,845.76,48.9
다사65504700,37.5227829,127.1109814,2,4805.31,96.5
다사65504725,37.5250363,127.1109697,2,543.04,43.7
다사65504750,37.5272896,127.110958,2,340.59,38.0
다사65504775,37.529543,127.1109463,2,18.8,9.9
다사65504800,37.5317963,127.1109346,2,252.64,35.3
다사65504825,37.5340497,127.1109229,2,1921.47,69.6
다사65504850,37.536303,127.1109112,2,63.08,19.0
다사65754325,37.4889917,127.1139847,2,1936.79,70.1
다사65754350,37.4912451,127.1139731,2,541.95,43.5
다사65754375,37.4934985,127.1139615,2,1190.21,56.0
다사65754400,37.4957518,127.1139499,2,9.47,4.9
다사65754425,37.4980052,127.1139383,2,4.1,0.2
다사65754450,37.5002586,127.1139267,2,1343.5,59.3
다사65754475,37.5025119,127.1139151,2,638.98,45.7
다사65754500,37.5047653,127.1139035,2,1646.0,64.7
다사65754525,37.5070187,127.1138919,2,3084.44,85.9
다사65754550,37.509272,127.1138803,2,1103.48,54.3
다사65754575,37.5115254,127.1138686,2,4983.63,97.5
다사65754600,37.5137788,127.113857,2,1327.58,58.8
다사65754625,37.5160321,127.1138454,2,4817.18,96.8
다사65754650,37.5182855,127.1138338,2,2070.32,72.6
다사65754675,37.5205388,127.1138222,2,3637.66,89.6
다사65754700,37.5227922,127.1138106,2,855.35,49.6
다사65754725,37.5250455,127.113799,2,1863.59,67.7
다사65754750,37.5272989,127.1137874,2,10.04,5.4
다사65754775,37.5295523,127.1137757,2,2983.3,84.9
다사65754800,37.5318056,127.1137641,2,3156.73,87.7
다사65754825,37.534059,127.1137525,2,4.59,1.2
다사65754850,37.5363123,127.1137409,2,17.75,8.6
다사66004350,37.4912543,127.116801,2,3071.3,85.7
다사66004375,37.4935077,127.1167895,2,2578.72,79.8
다사66004400,37.4957611,127.116778,2,2423.95,78.0
다사66004425,37.4980144,127.1167665,2,481.91,42.2
다사66004450,37.5002678,127.116755,2,2601.02,80.5
다사66004475,37.5025212,127.1167435,2,2746.83,82.7
다사66004500,37.5047745,127.116732,2,203.52,32.6
다사66004525,37.5070279,127.1167204,2,1575.19,63.2
다사66004550,37.5092812,127.1167089,2,64.08,20.0
다사66004575,37.5115346,127.1166974,2,1913.84,69.1
다사66004600,37.513788,127.1166859,2,2589.05,80.0
다사66004625,37.5160413,127.1166743,2,6.32,2.7
다사66004650,37.5182947,127.1166628,2,59.45,18.5
다사66004675,37.520548,127.1166513,2,157.54,28.9
다사66004700,37.5228014,127.1166398,2,4222.82,94.6
다사66004725,37.5250548,127.1166282,2,306.7,36.3
다사66004750,37.5273081,127.1166167,2,1012.67,53.1
다사66004775,37.5295615,127.1166052,2,3662.64,90.4
다사66004800,37.5318148,127.1165936,2,4488.16,95.8
다사66004825,37.5340682,127.1165821,2,445.0,41.0
다사66004850,37.5363215,127.1165706,2,2058.4,72.1
다사66254350,37.4912635,127.119629,2,6.47,3.0
다사66254375,37.4935168,127.1196176,2,1511.44,61.7
다사66254400,37.4957702,127.1196062,2,118.02,27.2
다사66254425,37.4980236,127.1195947,2,3236.74,88.1
다사66254450,37.5002769,127.1195833,2,625.53,45.2
다사66254475,37.5025303,127.1195719,2,5269.99,98.0
다사66254500,37.5047837,127.1195604,2,3509.32,89.1
다사66254525,37.507037,127.119549,2,1502.92,61.5
다사66254550,37.5092904,127.1195376,2,2342.91,76.5
다사66254575,37.5115437,127.1195261,2,5015.27,97.8
다사66254600,37.5137971,127.1195147,2,1698.71,65.7
다사66254625,37.5160505,127.1195033,2,4.17,0.5
다사66254725,37.5250639,127.1194575,2,88.06,23.5
다사66254750,37.5273173,127.119446,2,999.16,52.8
다사66254775,37.5295706,127.1194346,2,27.51,12.6
다사66254800,37.531824,127.1194231,2,512.86,42.7
다사66254825,37.5340773,127.1194117,2,1457.82,61.0
다사66504375,37.4935259,127.1224457,2,850.78,49.4
다사66504400,37.4957793,127.1224343,2,5914.24,98.8
다사66504425,37.4980326,127.122423,2,825.01,48.6
다사66504450,37.500286,127.1224116,2,2178.56,73.8
다사66504475,37.5025394,127.1224003,2,2019.18,71.6
다사66504500,37.5047927,127.1223889,2,911.68,51.4
다사66504525,37.5070461,127.1223776,2,2784.38,83.0
다사66504550,37.5092995,127.1223662,2,1556.14,62.5
다사66504575,37.5115528,127.1223549,2,63.78,19.5
다사66504600,37.5138062,127.1223435,2,2149.59,73.6
다사66504625,37.5160596,127.1223322,2,135.28,27.9
다사66504650,37.5183129,127.1223208,2,50.59,17.3
다사66504725,37.525073,127.1222867,2,89.92,24.2
다사66504750,37.5273263,127.1222754,2,1269.86,57.5
다사66504775,37.5295797,127.122264,2,1500.58,61.2
다사66504800,37.5318331,127.1222526,2,1548.03,62.2
다사66754400,37.4957883,127.1252625,2,2267.87,74.6
다사66754425,37.4980416,127.1252512,2,397.55,39.5
다사66754450,37.500295,127.1252399,2,2342.24,76.3
다사66754475,37.5025484,127.1252287,2,1654.0,65.2
다사66754500,37.5048017,127.1252174,2,1884.77,68.1
다사66754525,37.5070551,127.1252062,2,12.62,6.2
다사66754550,37.5093085,127.1251949,2,472.95,42.0
다사66754575,37.5115618,127.1251836,2,3719.54,91.4
다사66754600,37.5138152,127.1251724,2,20.68,11.1
다사66754650,37.5183219,127.1251498,2,90.48,24.4
다사66754675,37.5205753,127.1251385,2,193.99,32.3
다사66754700,37.5228286,127.1251273,2,19.95,10.4
다사66754725,37.525082,127.125116,2,2254.09,74.3
다사66754750,37.5273354,127.1251047,2,3638.5,89.9
다사66754775,37.5295887,127.1250934,2,554.96,44.2
다사67004425,37.4980506,127.1280794,2,2785.86,83.2
다사67004450,37.5003039,127.1280683,2,538.12,43.2
다사67004475,37.5025573,127.1280571,2,361.29,39.3
다사67004500,37.5048107,127.1280459,2,50.0,17.0
다사67004525,37.507064,127.1280347,2,175.6,29.6
다사67004550,37.5093174,127.1280236,2,4053.52,93.3
다사67004575,37.5115708,127.1280124,2,9.24,4.7
다사67004600,37.5138241,127.1280012,2,757.32,47.7
다사67004625,37.5160775,127.12799,2,185.28,30.6
다사67004650,37.5183309,127.1279788,2,424.62,40.0
다사67004675,37.5205842,127.1279676,2,25.52,12.3
다사67004700,37.5228376,127.1279564,2,147.44,28.4
다사67004725,37.525091,127.1279453,2,83.13,22.5
다사67004750,37.5273443,127.1279341,2,80.09,21.5
다사67254475,37.5025662,127.1308855,2,6.01,2.2
다사67254500,37.5048196,127.1308744,2,1841.85,67.2
다사67254525,37.5070729,127.1308633,2,208.18,33.1
다사67254550,37.5093263,127.1308522,2,2814.96,83.5
다사67254575,37.5115797,127.1308411,2,207.44,32.8
다사67254600,37.513833,127.13083,2,182.08,30.4
다사67254625,37.5160864,127.1308189,2,53.01,17.5
다사67254650,37.5183397,127.1308078,2,1284.91,57.8
다사67254675,37.5205931,127.1307967,2,15.34,7.2
다사67254700,37.5228465,127.1307856,2,1015.86,53.3
다사67504550,37.5093351,127.1336809,2,4.36,0.7
다사67504575,37.5115885,127.1336699,2,58.9,18.3
다사67504600,37.5138418,127.1336589,2,32.12,13.8
다사67504625,37.5160952,127.1336478,2,3137.24,87.4
다사61754500,37.5046087,127.0686478,3,56.67,17.8
다사61754525,37.5068621,127.0686349,3,319.15,37.3
다사61754550,37.5091154,127.0686219,3,128.36,27.4
다사61754575,37.5113688,127.0686089,3,85.46,22.5
다사61754600,37.5136221,127.068596,3,28.79,12.6
다사61754625,37.5158755,127.068583,3,12.49,5.4
다사61754650,37.5181288,127.06857,3,79.17,21.7
다사61754675,37.5203822,127.0685571,3,12.78,6.4
다사62004450,37.5001123,127.0715021,3,1136.85,55.1
다사62004475,37.5023657,127.0714892,3,77.01,21.5
다사62004500,37.504619,127.0714763,3,87.32,23.0
다사62004525,37.5068724,127.0714634,3,31.58,13.1
다사62004550,37.5091257,127.0714505,3,26.45,12.1
다사62004575,37.5113791,127.0714377,3,316.57,37.0
다사62004600,37.5136324,127.0714248,3,4.97,1.5
다사62004625,37.5158858,127.0714119,3,182.97,30.1
다사62004650,37.5181391,127.071399,3,81.11,22.0
다사62004675,37.5203925,127.0713861,3,20.21,10.4
다사62254425,37.4978692,127.0743432,3,804.15,48.6
다사62254450,37.5001225,127.0743304,3,62.67,18.8
다사62254475,37.5023759,127.0743176,3,67.06,20.2
다사62254500,37.5046292,127.0743048,3,4141.65,93.8
다사62254525,37.5068826,127.074292,3,30.31,12.8
다사62254550,37.5091359,127.0742792,3,551.01,44.2
다사62254575,37.5113893,127.0742664,3,33.47,14.1
다사62254600,37.5136426,127.0742536,3,63.13,19.0
다사62254650,37.5181493,127.074228,3,42.88,15.3
다사62254675,37.5204027,127.0742152,3,7.54,4.2
다사62254750,37.5271627,127.0741768,3,7.44,4.0
다사62254775,37.5294161,127.0741639,3,340.1,38.0
다사62504375,37.4933726,127.0771968,3,2979.49,85.2
다사62504400,37.495626,127.0771841,3,106.29,25.9
다사62504425,37.4978793,127.0771714,3,246.21,34.8
다사62504450,37.5001327,127.0771587,3,98.14,25.2
다사62504475,37.502386,127.077146,3,924.18,51.6
다사62504500,37.5046394,127.0771332,3,12.76,6.2
다사62504525,37.5068927,127.0771205,3,2116.74,72.6
다사62504550,37.5091461,127.0771078,3,999.97,52.8
다사62504575,37.5113995,127.0770951,3,1593.2,63.7
다사62504600,37.5136528,127.0770824,3,2429.14,78.3
다사62504625,37.5159062,127.0770697,3,539.33,43.7
다사62504650,37.5181595,127.077057,3,107.03,26.2
다사62504750,37.5271729,127.0770061,3,43.69,15.6
다사62504775,37.5294262,127.0769934,3,2117.06,72.8
다사62504800,37.5316796,127.0769806,3,403.57,39.8
다사62754375,37.4933827,127.0800248,3,1986.64,70.9
다사62754400,37.4956361,127.0800122,3,305.88,36.0
다사62754425,37.4978894,127.0799996,3,9.87,4.7
다사62754450,37.5001428,127.079987,3,186.67,30.6
다사62754475,37.5023961,127.0799743,3,33.06,13.8
다사62754500,37.5046495,127.0799617,3,2872.76,84.2
다사62754525,37.5069028,127.0799491,3,967.56,52.1
다사62754550,37.5091562,127.0799365,3,1736.03,66.2
다사62754575,37.5114095,127.0799238,3,1826.26,67.2
다사62754600,37.5136629,127.0799112,3,6109.61,99.3
다사62754625,37.5159162,127.0798986,3,874.73,50.4
다사62754650,37.5181696,127.0798859,3,45.11,15.8
다사62754750,37.527183,127.0798354,3,874.97,50.6
다사62754775,37.5294363,127.0798228,3,436.99,40.7
다사62754800,37.5316897,127.0798101,3,3774.61,91.6
다사62754825,37.533943,127.0797975,3,2396.49,77.0
다사63004350,37.4911394,127.0828654,3,38.6,14.8
다사63004375,37.4933927,127.0828529,3,24.24,11.9
다사63004400,37.4956461,127.0828403,3,1400.89,60.0
다사63004425,37.4978994,127.0828278,3,190.34,31.9
다사63004450,37.5001528,127.0828153,3,101.01,25.4
다사63004475,37.5024062,127.0828027,3,5.42,2.0
다사63004500,37.5046595,127.0827902,3,1928.34,69.9
다사63004525,37.5069129,127.0827776,3,2538.94,79.8
다사63004550,37.5091662,127.0827651,3,1865.4,68.1
다사63004575,37.5114196,127.0827526,3,1815.8,66.9
다사63004600,37.5136729,127.08274,3,186.93,30.9
다사63004625,37.5159263,127.0827275,3,4119.01,93.6
다사63004650,37.5181796,127.0827149,3,21.96,11.1
다사63004750,37.527193,127.0826647,3,2925.31,84.4
다사63004775,37.5294464,127.0826522,3,3698.34,90.6
다사63004800,37.5316997,127.0826396,3,3144.27,87.7
다사63004825,37.5339531,127.0826271,3,4012.42,93.1
다사63004850,37.5362064,127.0826145,3,2054.85,71.6
다사63254325,37.488896,127.0857058,3,2676.81,81.7
다사63254350,37.4911493,127.0856934,3,1890.29,68.9
다사63254375,37.4934027,127.0856809,3,1526.68,61.7
다사63254400,37.495656,127.0856685,3,1428.88,60.7
다사63254425,37.4979094,127.085656,3,151.67,28.4
다사63254450,37.5001628,127.0856436,3,41.82,15.1
다사63254475,37.5024161,127.0856311,3,1608.48,64.2
다사63254500,37.5046695,127.0856187,3,4144.86,94.1
다사63254525,37.5069228,127.0856062,3,824.35,48.9
다사63254550,37.5091762,127.0855937,3,705.92,47.2
다사63254575,37.5114295,127.0855813,3,6043.78,99.0
다사63254600,37.5136829,127.0855688,3,4460.24,95.3
다사63254625,37.5159362,127.0855564,3,3191.47,87.9
다사63254650,37.5181896,127.0855439,3,111.81,26.4
다사63254750,37.527203,127.085494,3,19.51,9.6
다사63254775,37.5294563,127.0854816,3,799.2,48.4
다사63254800,37.5317097,127.0854691,3,1642.46,64.9
다사63254825,37.533963,127.0854566,3,497.68,42.5
다사63254850,37.5362164,127.0854442,3,1603.93,64.0
다사63504325,37.4889058,127.0885337,3,86.04,22.7
다사63504350,37.4911592,127.0885213,3,3108.76,87.2
다사63504375,37.4934126,127.088509,3,671.01,46.4
다사63504400,37.4956659,127.0884966,3,97.71,24.9
다사63504425,37.4979193,127.0884842,3,95.58,24.4
다사63504450,37.5001726,127.0884719,3,2032.5,71.4
다사63504475,37.502426,127.0884595,3,3970.77,92.8
다사63504500,37.5046794,127.0884471,3,421.24,40.0
다사63504525,37.5069327,127.0884348,3,6256.79,99.5
다사63504550,37.5091861,127.0884224,3,906.96,51.1
다사63504575,37.5114394,127.08841,3,8.99,4.4
다사63504600,37.5136928,127.0883976,3,4183.49,94.3
다사63504625,37.5159461,127.0883853,3,1421.91,60.5
다사63504650,37.5181995,127.0883729,3,70.39,20.7
다사63504750,37.5272129,127.0883234,3,120.36,26.9
다사63504775,37.5294662,127.088311,3,17.67,8.1
다사63504800,37.5317196,127.0882986,3,1561.49,63.0
다사63504825,37.5339729,127.0882862,3,3864.54,92.1
다사63504850,37.5362263,127.0882738,3,1385.81,59.5
다사63504875,37.5384796,127.0882614,3,3241.1,88.4
다사63754350,37.491169,127.0913493,3,589.55,44.9
다사63754375,37.4934224,127.091337,3,2348.97,76.5
다사63754400,37.4956757,127.0913247,3,207.8,33.3
다사63754425,37.4979291,127.0913125,3,94.58,24.2
다사63754450,37.5001825,127.0913002,3,3934.91,92.6
다사63754475,37.5024358,127.0912879,3,2287.48,75.6
다사63754500,37.5046892,127.0912756,3,3280.81,88.6
다사63754525,37.5069425,127.0912633,3,1309.5,58.0
다사63754550,37.5091959,127.091251,3,2526.77,79.0
다사63754575,37.5114492,127.0912387,3,2495.87,78.8
다사63754600,37.5137026,127.0912265,3,89.39,23.5
다사63754625,37.515956,127.0912142,3,1323.42,58.8
다사63754650,37.5182093,127.0912019,3,167.22,29.4
다사63754675,37.5204627,127.0911896,3,6.49,3.2
다사63754700,37.522716,127.0911773,3,16.14,7.4
다사63754725,37.5249694,127.091165,3,225.5,34.3
다사63754750,37.5272227,127.0911527,3,20.33,10.6
다사63754775,37.5294761,127.0911404,3,869.57,50.1
다사63754800,37.5317294,127.0911281,3,18.14,9.1
다사63754825,37.5339828,127.0911158,3,1131.38,54.8
다사63754850,37.5362361,127.0911035,3,1945.97,70.4
다사63754875,37.5384894,127.0910912,3,2295.11,75.8
다사64004350,37.4911788,127.0941773,3,4.57,1.0
다사64004375,37.4934321,127.0941651,3,696.05,46.9
다사64004400,37.4956855,127.0941529,3,188.43,31.6
다사64004425,37.4979389,127.0941407,3,1388.31,59.8
다사64004450,37.5001922,127.0941285,3,2698.69,82.0
다사64004475,37.5024456,127.0941163,3,1174.83,56.0
다사64004500,37.5046989,127.0941041,3,1964.57,70.6
다사64004525,37.5069523,127.0940919,3,3610.69,89.4
다사64004550,37.5092056,127.0940797,3,4927.75,97.3
다사64004575,37.511459,127.0940675,3,2396.61,77.3
다사64004600,37.5137124,127.0940553,3,4386.45,94.8
다사64004625,37.5159657,127.0940431,3,3754.07,91.4
다사64004650,37.5182191,127.0940309,3,631.49,45.4
다사64004675,37.5204724,127.0940187,3,226.76,34.6
다사64004700,37.5227258,127.0940064,3,104.43,25.7
다사64004800,37.5317392,127.0939576,3,1215.53,56.8
다사64004825,37.5339925,127.0939454,3,311.32,36.8
다사64004850,37.5362459,127.0939332,3,1916.63,69.4
다사64004875,37.5384992,127.0939209,3,2528.44,79.3
다사64254300,37.4866817,127.0970294,3,12.64,5.9
다사64254325,37.4889351,127.0970173,3,56.29,17.5
다사64254350,37.4911884,127.0970052,3,163.0,29.1
다사64254375,37.4934418,127.0969931,3,307.08,36.5
다사64254400,37.4956952,127.096981,3,45.29,16.0
다사64254425,37.4979485,127.0969689,3,784.51,47.9
다사64254450,37.5002019,127.0969568,3,1998.23,71.1
다사64254475,37.5024553,127.0969447,3,1637.65,64.4
다사64254500,37.5047086,127.0969326,3,1694.14,65.7
