shade_id,lat,lng,shade_type,shade_score
TREE_02536,37.52185537,127.0997756,tree,100.0
TREE_02537,37.52179224,127.0987702,tree,100.0
TREE_02538,37.52176723,127.0985383,tree,100.0
TREE_02539,37.51746282,127.0906996,tree,100.0
TREE_02540,37.50818063,127.0914887,tree,100.0
TREE_02541,37.50617159,127.1060918,tree,100.0
TREE_02542,37.51691971,127.0903421,tree,100.0
TREE_02543,37.51114129,127.1105763,tree,100.0
TREE_02544,37.50741983,127.0922798,tree,100.0
TREE_02545,37.51822536,127.0912824,tree,100.0
TREE_02546,37.52179443,127.0985863,tree,100.0
TREE_02547,37.50715959,127.0925779,tree,100.0
TREE_02548,37.51141227,127.0895714,tree,100.0
TREE_02549,37.50742403,127.0922423,tree,100.0
TREE_02550,37.51645504,127.1102041,tree,100.0
TREE_02551,37.51792919,127.0909997,tree,100.0
TREE_02552,37.51848633,127.0914875,tree,100.0
TREE_02553,37.51780603,127.0909,tree,100.0
TREE_02554,37.518336,127.0913469,tree,100.0
TREE_02555,37.50835335,127.091269,tree,100.0
TREE_02556,37.516819554,127.11003737,tree,100.0
TREE_02557,37.50743294,127.0921901,tree,100.0
TREE_02558,37.50813161,127.0914419,tree,100.0
TREE_02559,37.52182512,127.0984998,tree,100.0
TREE_02560,37.51690134,127.0902553,tree,100.0
TREE_02561,37.52185282,127.0986928,tree,100.0
TREE_02562,37.51111379,127.1106477,tree,100.0
TREE_02563,37.51830641,127.0912636,tree,100.0
TREE_02564,37.5171033,127.0903565,tree,100.0
TREE_02565,37.50502538,127.097044,tree,100.0
TREE_02566,37.50497408,127.0972646,tree,100.0
TREE_02567,37.51086876,127.1105782,tree,100.0
TREE_02568,37.51844312,127.0913718,tree,100.0
TREE_02569,37.52189536,127.098945,tree,100.0
TREE_02570,37.51778544,127.090811,tree,100.0
TREE_02571,37.51820463,127.0911538,tree,100.0
TREE_02572,37.51789387,127.0908882,tree,100.0
TREE_02573,37.52188512,127.0987499,tree,100.0
TREE_02574,37.52188634,127.0986098,tree,100.0
TREE_02575,37.51648616,127.1102946,tree,100.0
TREE_02576,37.516844574,127.110107951,tree,100.0
TREE_02577,37.51937571,127.1079353,tree,100.0
TREE_02578,37.50719863,127.0923579,tree,100.0
TREE_02579,37.50744417,127.0920613,tree,100.0
TREE_02580,37.5184203,127.0912898,tree,100.0
TREE_02581,37.52192195,127.0988112,tree,100.0
TREE_02582,37.51817278,127.0910649,tree,100.0
TREE_02583,37.5082891,127.091194,tree,100.0
TREE_02584,37.50492417,127.0972653,tree,100.0
TREE_02585,37.51140592,127.0894474,tree,100.0
TREE_02586,37.51776038,127.0907319,tree,100.0
TREE_02587,37.51739668,127.0904708,tree,100.0
TREE_02588,37.5049691,127.0970517,tree,100.0
TREE_02589,37.5168755,127.0901465,tree,100.0
TREE_02590,37.52194861,127.0990296,tree,100.0
TREE_02591,37.51826201,127.0911309,tree,100.0
TREE_02592,37.5080642,127.0913879,tree,100.0
TREE_02593,37.51180737,127.0893298,tree,100.0
TREE_02594,37.51084467,127.1106465,tree,100.0
TREE_02595,37.52192884,127.0986839,tree,100.0
TREE_02596,37.51786872,127.0907822,tree,100.0
TREE_02597,37.51839301,127.0912164,tree,100.0
TREE_02598,37.5219605,127.098881,tree,100.0
TREE_02599,37.51943227,127.1079375,tree,100.0
TREE_02600,37.51738072,127.0904171,tree,100.0
TREE_02601,37.51685341,127.090091,tree,100.0
TREE_02602,37.50720465,127.0922773,tree,100.0
TREE_02603,37.52198944,127.0991086,tree,100.0
TREE_02604,37.50603064,127.106208,tree,100.0
TREE_02605,37.51707822,127.0902,tree,100.0
TREE_02606,37.52197135,127.0987593,tree,100.0
TREE_02607,37.50746604,127.0919385,tree,100.0
TREE_02608,37.51773413,127.0906344,tree,100.0
TREE_02609,37.51736026,127.0903663,tree,100.0
TREE_02610,37.5110606,127.1107805,tree,100.0
TREE_02611,37.52199793,127.0989544,tree,100.0
TREE_02612,37.51651445,127.1103839,tree,100.0
TREE_02613,37.51812499,127.0909307,tree,100.0
TREE_02614,37.50822106,127.091155,tree,100.0
TREE_02615,37.51949229,127.1079334,tree,100.0
TREE_02616,37.51836791,127.0911275,tree,100.0
TREE_02617,37.50720802,127.0922085,tree,100.0
TREE_02618,37.52203026,127.0991848,tree,100.0
TREE_02619,37.5167274,127.110294,tree,100.0
TREE_02620,37.51773062,127.0905991,tree,100.0
TREE_02621,37.50748306,127.0918736,tree,100.0
TREE_02622,37.52200654,127.0988355,tree,100.0
TREE_02623,37.52202176,127.0990045,tree,100.0
TREE_02624,37.51683836,127.0900157,tree,100.0
TREE_02625,37.51179388,127.0892398,tree,100.0
TREE_02626,37.50487491,127.0970477,tree,100.0
TREE_02627,37.50799065,127.0913177,tree,100.0
TREE_02628,37.50482489,127.0972568,tree,100.0
TREE_02629,37.52206202,127.0992483,tree,100.0
TREE_02630,37.511389,127.0893197,tree,100.0
TREE_02631,37.51954861,127.1079261,tree,100.0
TREE_02632,37.50598169,127.1062546,tree,100.0
TREE_02633,37.5170528,127.0900996,tree,100.0
TREE_02634,37.52206085,127.0990715,tree,100.0
TREE_02635,37.50721971,127.092121,tree,100.0
TREE_02636,37.50748596,127.0918086,tree,100.0
TREE_02637,37.51808176,127.0908108,tree,100.0
TREE_02638,37.51079309,127.1107627,tree,100.0
TREE_02639,37.52206263,127.0989314,tree,100.0
TREE_02640,37.5183371,127.091013,tree,100.0
TREE_02641,37.51781621,127.0905873,tree,100.0
TREE_02642,37.51102367,127.1108587,tree,100.0
TREE_02643,37.51770324,127.0904988,tree,100.0
TREE_02644,37.51682564,127.0899399,tree,100.0
TREE_02645,37.51732601,127.0902363,tree,100.0
TREE_02646,37.519157822,127.108446762,tree,100.0
TREE_02647,37.52208806,127.0991201,tree,100.0
TREE_02648,37.50816595,127.0910888,tree,100.0
TREE_02649,37.50482491,127.0970551,tree,100.0
TREE_02650,37.5220802,127.0989624,tree,100.0
TREE_02651,37.51179773,127.0891654,tree,100.0
TREE_02652,37.51944633,127.1081202,tree,100.0
TREE_02653,37.50477889,127.097249,tree,100.0
TREE_02654,37.51961342,127.1079151,tree,100.0
TREE_02655,37.50722698,127.0920531,tree,100.0
TREE_02656,37.52210112,127.099149,tree,100.0
TREE_02657,37.50750289,127.0917244,tree,100.0
TREE_02658,37.51077589,127.1108061,tree,100.0
TREE_02659,37.51946755,127.1081162,tree,100.0
TREE_02660,37.50593411,127.1062878,tree,100.0
TREE_02661,37.52211529,127.0991744,tree,100.0
TREE_02662,37.516912843,127.11031268,tree,100.0
TREE_02663,37.52210795,127.0990033,tree,100.0
TREE_02664,37.51930891,127.1083331,tree,100.0
TREE_02665,37.52212892,127.099209,tree,100.0
TREE_02666,37.52213909,127.0993823,tree,100.0
TREE_02667,37.51949665,127.1081133,tree,100.0
TREE_02668,37.51703188,127.09,tree,100.0
TREE_02669,37.51778547,127.0904955,tree,100.0
TREE_02670,37.50725336,127.0919731,tree,100.0
TREE_02671,37.52214534,127.0992316,tree,100.0
TREE_02672,37.51099004,127.1109253,tree,100.0
TREE_02673,37.51830625,127.0908916,tree,100.0
TREE_02674,37.50791599,127.0912409,tree,100.0
TREE_02675,37.51967445,127.1079222,tree,100.0
TREE_02676,37.519178336,127.108517368,tree,100.0
TREE_02677,37.52215895,127.0992591,tree,100.0
TREE_02678,37.51954542,127.1080962,tree,100.0
TREE_02679,37.51679914,127.0898288,tree,100.0
TREE_02680,37.50751451,127.0916302,tree,100.0
TREE_02681,37.51764637,127.0903463,tree,100.0
TREE_02682,37.51802479,127.0906272,tree,100.0
TREE_02683,37.50810214,127.0910363,tree,100.0
TREE_02684,37.51675728,127.1104613,tree,100.0
TREE_02685,37.50470899,127.0972437,tree,100.0
TREE_02686,37.50725673,127.0919042,tree,100.0
TREE_02687,37.51075216,127.1108726,tree,100.0
TREE_02688,37.51971604,127.1079124,tree,100.0
TREE_02689,37.51931807,127.1084103,tree,100.0
TREE_02690,37.51701433,127.0899198,tree,100.0
TREE_02691,37.516937864,127.110383262,tree,100.0
TREE_02692,37.51959406,127.108092,tree,100.0
TREE_02693,37.5075324,127.0915637,tree,100.0
TREE_02694,37.51177534,127.0890522,tree,100.0
TREE_02695,37.50587007,127.106348,tree,100.0
TREE_02696,37.51096649,127.1109913,tree,100.0
TREE_02697,37.519194358,127.10859224,tree,100.0
TREE_02698,37.51659108,127.1106012,tree,100.0
TREE_02699,37.52222747,127.0995289,tree,100.0
TREE_02700,37.51762468,127.090263,tree,100.0
TREE_02701,37.51678893,127.0897484,tree,100.0
TREE_02702,37.50470588,127.0970423,tree,100.0
TREE_02703,37.51980039,127.1078813,tree,100.0
TREE_02704,37.51799174,127.0905184,tree,100.0
TREE_02705,37.51810245,127.0906027,tree,100.0
TREE_02706,37.5182403,127.0907165,tree,100.0
TREE_02707,37.51933018,127.1084754,tree,100.0
TREE_02708,37.516953824,127.110439748,tree,100.0
TREE_02709,37.50783134,127.0911811,tree,100.0
TREE_02710,37.51964869,127.1081132,tree,100.0
TREE_02711,37.50754164,127.09147,tree,100.0
TREE_02712,37.51178577,127.0889845,tree,100.0
TREE_02713,37.51136318,127.0890859,tree,100.0
TREE_02714,37.51700395,127.0898236,tree,100.0
TREE_02715,37.52226828,127.0996037,tree,100.0
TREE_02716,37.52226674,127.099482,tree,100.0
TREE_02717,37.519203606,127.108662906,tree,100.0
TREE_02718,37.50605546,127.1068118,tree,100.0
TREE_02719,37.5080334,127.0909614,tree,100.0
TREE_02720,37.51726423,127.0899651,tree,100.0
TREE_02721,37.50581979,127.1064026,tree,100.0
TREE_02722,37.51136337,127.0890566,tree,100.0
TREE_02723,37.50464943,127.0970385,tree,100.0
TREE_02724,37.51970899,127.1080978,tree,100.0
TREE_02725,37.51093294,127.1110725,tree,100.0
TREE_02726,37.50755116,127.0914058,tree,100.0
TREE_02727,37.51934032,127.1085486,tree,100.0
TREE_02728,37.51758482,127.0901402,tree,100.0
TREE_02729,37.5166198,127.1106857,tree,100.0
TREE_02730,37.51795302,127.0904012,tree,100.0
TREE_02731,37.52230078,127.0995526,tree,100.0
TREE_02732,37.51677425,127.0896479,tree,100.0
TREE_02733,37.52231249,127.0996812,tree,100.0
TREE_02734,37.50775899,127.0911666,tree,100.0
TREE_02735,37.5113598,127.0890251,tree,100.0
TREE_02736,37.50756458,127.091356,tree,100.0
TREE_02737,37.50457709,127.0972389,tree,100.0
TREE_02738,37.519213985,127.108734979,tree,100.0
TREE_02739,37.51819242,127.0905541,tree,100.0
TREE_02740,37.52233028,127.0996132,tree,100.0
TREE_02741,37.51699164,127.0897274,tree,100.0
TREE_02742,37.50459746,127.0970524,tree,100.0
TREE_02743,37.51135804,127.0889956,tree,100.0
TREE_02744,37.51934991,127.1086152,tree,100.0
TREE_02745,37.50727587,127.0916219,tree,100.0
TREE_02746,37.51756878,127.0900639,tree,100.0
TREE_02747,37.52235218,127.099756,tree,100.0
TREE_02748,37.52235294,127.0996485,tree,100.0
TREE_02749,37.51177924,127.0888703,tree,100.0
TREE_02750,37.50576298,127.106464,tree,100.0
TREE_02751,37.52168012,127.1044952,tree,100.0
TREE_02752,37.52236207,127.0996838,tree,100.0
TREE_02753,37.51664495,127.1107552,tree,100.0
TREE_02754,37.50597766,127.1068648,tree,100.0
TREE_02755,37.519222064,127.108792922,tree,100.0
TREE_02756,37.51675922,127.089555,tree,100.0
TREE_02757,37.50793813,127.0909076,tree,100.0
TREE_02758,37.51803629,127.0903697,tree,100.0
TREE_02759,37.50452648,127.0972332,tree,100.0
TREE_02760,37.51135547,127.0889504,tree,100.0
TREE_02761,37.52237793,127.0997092,tree,100.0
TREE_02762,37.51696996,127.0896426,tree,100.0
TREE_02763,37.50729146,127.0915354,tree,100.0
TREE_02764,37.51936503,127.1086767,tree,100.0
TREE_02765,37.52239325,127.0995747,tree,100.0
TREE_02766,37.52240231,127.099755,tree,100.0
TREE_02767,37.52240545,127.0998505,tree,100.0
TREE_02768,37.50453034,127.0970468,tree,100.0
TREE_02769,37.50791369,127.090871,tree,100.0
TREE_02770,37.51673699,127.0894856,tree,100.0
TREE_02771,37.51752556,127.0899467,tree,100.0
TREE_02772,37.52173767,127.1044874,tree,100.0
TREE_02773,37.517019778,127.110623255,tree,100.0
TREE_02774,37.519231321,127.108866416,tree,100.0
TREE_02775,37.50572616,127.1065267,tree,100.0
TREE_02776,37.5224222,127.0998072,tree,100.0
TREE_02777,37.50730828,127.0914614,tree,100.0
TREE_02778,37.50446614,127.0972269,tree,100.0
TREE_02779,37.52243182,127.0996523,tree,100.0
TREE_02780,37.51752883,127.0899163,tree,100.0
TREE_02781,37.51937259,127.1087428,tree,100.0
TREE_02782,37.51791734,127.0901822,tree,100.0
TREE_02783,37.51667123,127.1108452,tree,100.0
TREE_02784,37.5113482,127.0888672,tree,100.0
TREE_02785,37.52244944,127.0998644,tree,100.0
TREE_02786,37.51751916,127.0898887,tree,100.0
TREE_02787,37.50786996,127.0908466,tree,100.0
TREE_02788,37.51694556,127.0895427,tree,100.0
TREE_02789,37.50732333,127.0913952,tree,100.0
TREE_02790,37.51687699,127.1107579,tree,100.0
TREE_02791,37.52179378,127.104477,tree,100.0
TREE_02792,37.51750384,127.0898577,tree,100.0
TREE_02793,37.52246696,127.0997158,tree,100.0
TREE_02794,37.519243977,127.108945549,tree,100.0
TREE_02795,37.517044817,127.110699493,tree,100.0
TREE_02796,37.51749187,127.0898175,tree,100.0
TREE_02797,37.50733803,127.0913126,tree,100.0
TREE_02798,37.51938741,127.1088321,tree,100.0
TREE_02799,37.52250098,127.0997792,tree,100.0
TREE_02800,37.51718187,127.0896091,tree,100.0
TREE_02801,37.50782393,127.0908085,tree,100.0
TREE_02802,37.51747881,127.0897871,tree,100.0
TREE_02803,37.51693347,127.0894599,tree,100.0
TREE_02804,37.51670075,127.1109317,tree,100.0
TREE_02805,37.51060549,127.11124,tree,100.0
TREE_02806,37.52025006,127.1077719,tree,100.0
TREE_02807,37.52185871,127.1044778,tree,100.0
TREE_02808,37.519255492,127.109020445,tree,100.0
TREE_02809,37.51746964,127.0897433,tree,100.0
TREE_02810,37.50585152,127.1069954,tree,100.0
TREE_02811,37.50734317,127.0912359,tree,100.0
TREE_02812,37.5043573,127.0972195,tree,100.0
TREE_02813,37.51082097,127.1113497,tree,100.0
TREE_02814,37.51178894,127.0886284,tree,100.0
TREE_02815,37.51706763,127.110784228,tree,100.0
TREE_02816,37.50778569,127.0907683,tree,100.0
TREE_02817,37.52029866,127.1077664,tree,100.0
TREE_02818,37.52255768,127.0998879,tree,100.0
TREE_02819,37.51691245,127.0893764,tree,100.0
TREE_02820,37.51939873,127.108927,tree,100.0
TREE_02821,37.521918,127.1044716,tree,100.0
TREE_02822,37.519265875,127.109093933,tree,100.0
TREE_02823,37.51080389,127.1113983,tree,100.0
TREE_02824,37.52022707,127.107927,tree,100.0
TREE_02825,37.51673192,127.1110105,tree,100.0
TREE_02826,37.5105704,127.1113205,tree,100.0
TREE_02827,37.52259404,127.0999768,tree,100.0
TREE_02828,37.50736761,127.0911104,tree,100.0
TREE_02829,37.51715485,127.0894536,tree,100.0
TREE_02830,37.51687336,127.0892929,tree,100.0
TREE_02831,37.52038179,127.1077506,tree,100.0
TREE_02832,37.5180317,127.0900217,tree,100.0
TREE_02833,37.51176665,127.0885487,tree,100.0
TREE_02834,37.517103927,127.11085758,tree,100.0
TREE_02835,37.51666613,127.089165,tree,100.0
TREE_02836,37.519277362,127.109160344,tree,100.0
TREE_02837,37.50738443,127.0910365,tree,100.0
TREE_02838,37.51941863,127.1090219,tree,100.0
TREE_02839,37.52030396,127.1079169,tree,100.0
TREE_02840,37.52043981,127.1077273,tree,100.0
TREE_02841,37.52199426,127.1044609,tree,100.0
TREE_02842,37.5168783,127.089237,tree,100.0
TREE_02843,37.52265421,127.1001137,tree,100.0
TREE_02844,37.51942042,127.1090587,tree,100.0
TREE_02845,37.51675942,127.1110977,tree,100.0
TREE_02846,37.5073947,127.0909733,tree,100.0
TREE_02847,37.50427645,127.0969861,tree,100.0
TREE_02848,37.50422457,127.0972148,tree,100.0
TREE_02849,37.51799072,127.0898989,tree,100.0
TREE_02850,37.52034923,127.1079199,tree,100.0
TREE_02851,37.50771413,127.0906415,tree,100.0
TREE_02852,37.519286624,127.109235252,tree,100.0
TREE_02853,37.52203636,127.1044522,tree,100.0
TREE_02854,37.51665776,127.0890778,tree,100.0
TREE_02855,37.51942786,127.1091077,tree,100.0
TREE_02856,37.52052437,127.1077182,tree,100.0
TREE_02857,37.51075046,127.1115349,tree,100.0
TREE_02858,37.517135791,127.110953582,tree,100.0
TREE_02859,37.5167794,127.1111482,tree,100.0
TREE_02860,37.50423373,127.0969914,tree,100.0
TREE_02861,37.52041391,127.1078973,tree,100.0
TREE_02862,37.50736515,127.0909051,tree,100.0
TREE_02863,37.51684607,127.089117,tree,100.0
TREE_02864,37.519300401,127.109312966,tree,100.0
TREE_02865,37.51794746,127.0897732,tree,100.0
TREE_02866,37.51664804,127.0890036,tree,100.0
TREE_02867,37.50413607,127.0972136,tree,100.0
TREE_02868,37.52062376,127.1076789,tree,100.0
TREE_02869,37.51944574,127.109202,tree,100.0
TREE_02870,37.50773286,127.0904708,tree,100.0
TREE_02871,37.5073464,127.0908435,tree,100.0
TREE_02872,37.50416083,127.0969889,tree,100.0
TREE_02873,37.517169871,127.111038259,tree,100.0
TREE_02874,37.519311902,127.109383619,tree,100.0
TREE_02875,37.52067398,127.1076646,tree,100.0
TREE_02876,37.51682349,127.0890123,tree,100.0
TREE_02877,37.50734746,127.0908028,tree,100.0
TREE_02878,37.51681771,127.1112569,tree,100.0
TREE_02879,37.51177076,127.0883052,tree,100.0
TREE_02880,37.51701033,127.1111624,tree,100.0
TREE_02881,37.51945331,127.1092681,tree,100.0
TREE_02882,37.5166357,127.0889024,tree,100.0
TREE_02883,37.51069138,127.1116576,tree,100.0
TREE_02884,37.50774024,127.0904026,tree,100.0
TREE_02885,37.51790526,127.0896249,tree,100.0
TREE_02886,37.52071657,127.1076629,tree,100.0
TREE_02887,37.50733656,127.090778,tree,100.0
TREE_02888,37.52060296,127.1078393,tree,100.0
TREE_02889,37.519321159,127.109457113,tree,100.0
TREE_02890,37.51681796,127.0889376,tree,100.0
TREE_02891,37.50734178,127.0907279,tree,100.0
TREE_02892,37.5206455,127.107827,tree,100.0
TREE_02893,37.51663445,127.0888447,tree,100.0
TREE_02894,37.51066761,127.1117191,tree,100.0
TREE_02895,37.51946708,127.1093529,tree,100.0
TREE_02896,37.50510023,127.1063302,tree,100.0
TREE_02897,37.52078949,127.1076416,tree,100.0
TREE_02898,37.52286742,127.1005242,tree,100.0
TREE_02899,37.50406853,127.09697,tree,100.0
TREE_02900,37.507738,127.090312,tree,100.0
TREE_02901,37.51684803,127.1113454,tree,100.0
TREE_02902,37.51177836,127.0882065,tree,100.0
TREE_02903,37.5222556,127.1044367,tree,100.0
TREE_02904,37.51663252,127.0888024,tree,100.0
TREE_02905,37.52069844,127.1078152,tree,100.0
TREE_02906,37.51731659,127.0891472,tree,100.0
TREE_02907,37.50516176,127.1065168,tree,100.0
TREE_02908,37.50490968,127.1059781,tree,100.0
TREE_02909,37.50498408,127.1061495,tree,100.0
TREE_02910,37.51785745,127.0894823,tree,100.0
TREE_02911,37.51065511,127.111754,tree,100.0
TREE_02912,37.519331579,127.109541915,tree,100.0
TREE_02913,37.50487165,127.1058993,tree,100.0
TREE_02914,37.50594194,127.1078936,tree,100.0
TREE_02915,37.50506749,127.1063476,tree,100.0
TREE_02916,37.5168193,127.0888641,tree,100.0
TREE_02917,37.50498784,127.1061796,tree,100.0
TREE_02918,37.50495356,127.1061079,tree,100.0
TREE_02919,37.50727681,127.0907021,tree,100.0
TREE_02920,37.50503685,127.1062931,tree,100.0
TREE_02921,37.50494041,127.106086,tree,100.0
TREE_02922,37.5048684,127.105925,tree,100.0
TREE_02923,37.5208545,127.1076262,tree,100.0
TREE_02924,37.50471951,127.1055783,tree,100.0
TREE_02925,37.50490059,127.1060112,tree,100.0
TREE_02926,37.51130438,127.088265,tree,100.0
TREE_02927,37.52075175,127.1078095,tree,100.0
TREE_02928,37.50397036,127.0971864,tree,100.0
TREE_02929,37.50774493,127.0902257,tree,100.0
TREE_02930,37.50520505,127.106683,tree,100.0
TREE_02931,37.51660812,127.0887298,tree,100.0
TREE_02932,37.5060044,127.1080397,tree,100.0
TREE_02933,37.50605333,127.1081113,tree,100.0
TREE_02934,37.50610904,127.1081919,tree,100.0
TREE_02935,37.51948441,127.1094407,tree,100.0
TREE_02936,37.50595698,127.1079765,tree,100.0
TREE_02937,37.50624002,127.1083854,tree,100.0
TREE_02938,37.50620389,127.1083372,tree,100.0
TREE_02939,37.51704813,127.1113209,tree,100.0
TREE_02940,37.50616474,127.1082913,tree,100.0
TREE_02941,37.50627415,127.1084405,tree,100.0
TREE_02942,37.50613764,127.1082551,tree,100.0
TREE_02943,37.517226841,127.111235981,tree,100.0
TREE_02944,37.50636173,127.1085746,tree,100.0
TREE_02945,37.50449971,127.105104,tree,100.0
TREE_02946,37.50629318,127.1084888,tree,100.0
TREE_02947,37.51688509,127.0888299,tree,100.0
TREE_02948,37.50438029,127.1047714,tree,100.0
TREE_02949,37.50639509,127.1086286,tree,100.0
TREE_02950,37.51180849,127.0881043,tree,100.0
TREE_02951,37.50427749,127.1044524,tree,100.0
TREE_02952,37.50451839,127.1051809,tree,100.0
TREE_02953,37.52295245,127.1006793,tree,100.0
TREE_02954,37.50630995,127.108528,tree,100.0
TREE_02955,37.50642402,127.1086822,tree,100.0
TREE_02956,37.50442701,127.1049377,tree,100.0
TREE_02957,37.50645812,127.1087273,tree,100.0
TREE_02958,37.50451106,127.1051878,tree,100.0
TREE_02959,37.51062055,127.1118366,tree,100.0
TREE_02960,37.50775661,127.0901484,tree,100.0
TREE_02961,37.50392184,127.0971821,tree,100.0
TREE_02962,37.50422245,127.1043183,tree,100.0
TREE_02963,37.50439274,127.104866,tree,100.0
TREE_02964,37.50427437,127.1045002,tree,100.0
TREE_02965,37.51763402,127.0892233,tree,100.0
TREE_02966,37.51679293,127.0887529,tree,100.0
TREE_02967,37.50444154,127.1050177,tree,100.0
TREE_02968,37.51130559,127.0881954,tree,100.0
TREE_02969,37.52094824,127.1076065,tree,100.0
TREE_02970,37.50437444,127.1048315,tree,100.0
TREE_02971,37.50395533,127.0969758,tree,100.0
TREE_02972,37.50423387,127.1043942,tree,100.0
TREE_02973,37.50420864,127.1043135,tree,100.0
TREE_02974,37.50439246,127.1049077,tree,100.0
TREE_02975,37.52085808,127.1077713,tree,100.0
TREE_02976,37.50422144,127.1043704,tree,100.0
TREE_02977,37.50441463,127.1049776,tree,100.0
TREE_02978,37.50446671,127.1051294,tree,100.0
TREE_02979,37.50426036,127.1045141,tree,100.0
TREE_02980,37.51728055,127.0889876,tree,100.0
TREE_02981,37.50424363,127.1044606,tree,100.0
TREE_02982,37.51949468,127.109531,tree,100.0
TREE_02983,37.50442657,127.1050556,tree,100.0
TREE_02984,37.5042679,127.104576,tree,100.0
TREE_02985,37.52239317,127.1044187,tree,100.0
TREE_02986,37.51689828,127.111496,tree,100.0
TREE_02987,37.51777443,127.0892621,tree,100.0
TREE_02988,37.51659047,127.0886099,tree,100.0
TREE_02989,37.51677421,127.088689,tree,100.0
TREE_02990,37.50391563,127.09698,tree,100.0
TREE_02991,37.51131779,127.0881344,tree,100.0
TREE_02992,37.50776343,127.0900576,tree,100.0
TREE_02993,37.52091333,127.1077621,tree,100.0
TREE_02994,37.51177756,127.088016,tree,100.0
TREE_02995,37.50386066,127.0971792,tree,100.0
TREE_02996,37.50684311,127.1093179,tree,100.0
TREE_02997,37.517267792,127.111354565,tree,100.0
TREE_02998,37.51710098,127.1114453,tree,100.0
TREE_02999,37.50716832,127.0905771,tree,100.0
TREE_03000,37.52303968,127.1008203,tree,100.0
TREE_03001,37.50697819,127.1094871,tree,100.0
TREE_03002,37.50777998,127.0899937,tree,100.0
TREE_03003,37.50687334,127.1093827,tree,100.0
TREE_03004,37.50669626,127.1091833,tree,100.0
TREE_03005,37.50691185,127.1094282,tree,100.0
TREE_03006,37.50657224,127.1090417,tree,100.0
TREE_03007,37.51131816,127.0880763,tree,100.0
TREE_03008,37.50386496,127.0969758,tree,100.0
TREE_03009,37.51774931,127.0891647,tree,100.0
TREE_03010,37.50717683,127.1097217,tree,100.0
TREE_03011,37.5070906,127.1096344,tree,100.0
TREE_03012,37.50673533,127.1092488,tree,100.0
TREE_03013,37.50725865,127.1098086,tree,100.0
TREE_03014,37.51725587,127.088859,tree,100.0
TREE_03015,37.50712911,127.1096799,tree,100.0
TREE_03016,37.50704287,127.1095926,tree,100.0
TREE_03017,37.50728297,127.1098373,tree,100.0
TREE_03018,37.50663122,127.1091356,tree,100.0
TREE_03019,37.52109524,127.107576,tree,100.0
TREE_03020,37.50735059,127.1099075,tree,100.0
TREE_03021,37.50731135,127.1098709,tree,100.0
TREE_03022,37.5071194,127.0905733,tree,100.0
TREE_03023,37.50380457,127.097179,tree,100.0
TREE_03024,37.51933034,127.109849164,tree,100.0
TREE_03025,37.5117805,127.0879424,tree,100.0
TREE_03026,37.51675564,127.0885834,tree,100.0
TREE_03027,37.50791497,127.1104284,tree,100.0
TREE_03028,37.50749097,127.0902034,tree,100.0
TREE_03029,37.50768374,127.1102378,tree,100.0
TREE_03030,37.5169334,127.1115966,tree,100.0
TREE_03031,37.50812079,127.1106035,tree,100.0
TREE_03032,37.5077963,127.0899208,tree,100.0
TREE_03033,37.50816243,127.1106381,tree,100.0
TREE_03034,37.50750133,127.1100758,tree,100.0
TREE_03035,37.51656466,127.0884835,tree,100.0
TREE_03036,37.50743297,127.1100145,tree,100.0
TREE_03037,37.5085943,127.1109589,tree,100.0
TREE_03038,37.52249382,127.1044135,tree,100.0
TREE_03039,37.50833378,127.1107725,tree,100.0
TREE_03040,37.50878609,127.1110883,tree,100.0
TREE_03041,37.52103457,127.1077211,tree,100.0
TREE_03042,37.50827076,127.1107272,tree,100.0
TREE_03043,37.50839439,127.1108199,tree,100.0
TREE_03044,37.50829988,127.1107519,tree,100.0
TREE_03045,37.5080259,127.11054,tree,100.0
TREE_03046,37.50821383,127.1106891,tree,100.0
TREE_03047,37.52114317,127.1075501,tree,100.0
TREE_03048,37.50776961,127.1103295,tree,100.0
TREE_03049,37.50863152,127.1109931,tree,100.0
TREE_03050,37.50868845,127.1110312,tree,100.0
TREE_03051,37.50750669,127.0901642,tree,100.0
TREE_03052,37.52308848,127.1009233,tree,100.0
TREE_03053,37.50771138,127.1102802,tree,100.0
TREE_03054,37.50761594,127.1101966,tree,100.0
TREE_03055,37.51758369,127.0890057,tree,100.0
TREE_03056,37.50730328,127.0903529,tree,100.0
TREE_03057,37.50852171,127.1109217,tree,100.0
TREE_03058,37.50843327,127.1108609,tree,100.0
TREE_03059,37.50874059,127.1110734,tree,100.0
TREE_03060,37.51956912,127.1096465,tree,100.0
TREE_03061,37.50929518,127.1114162,tree,100.0
TREE_03062,37.50884156,127.1111441,tree,100.0
TREE_03063,37.50888559,127.1111767,tree,100.0
TREE_03064,37.50797837,127.1105227,tree,100.0
TREE_03065,37.50937102,127.1114714,tree,100.0
TREE_03066,37.51131552,127.0880065,tree,100.0
TREE_03067,37.5072861,127.0903438,tree,100.0
TREE_03068,37.50940796,127.1115012,tree,100.0
TREE_03069,37.5094697,127.1115363,tree,100.0
TREE_03070,37.5095146,127.1115653,tree,100.0
TREE_03071,37.50379708,127.096972,tree,100.0
TREE_03072,37.50752212,127.0901052,tree,100.0
TREE_03073,37.50375447,127.0971748,tree,100.0
TREE_03074,37.50957321,127.1116001,tree,100.0
TREE_03075,37.5070597,127.0905446,tree,100.0
