streetlight_id,lat,lng
올림픽대교남단-526,37.529277,127.107777
잠실철교북단경관-83,37.530283,127.09758
올_59-30,37.516716,127.078997
올_65A-33,37.529129,127.108336
올림픽대교남단-554,37.528895,127.109106
잠실철교남단경관-63,37.53035,127.097854
잠실철교북단경관-43,37.53033,127.097547
잠실대교북단경관-27,37.527921,127.088802
올_64-42,37.529085,127.108664
성내교-05,37.524376,127.116708
올_60-19,37.517103,127.078983
잠실철교북단경관-06,37.530393,127.097503
잠실철교남단경관-64,37.530437,127.097802
잠실대교북단경관-04,37.527997,127.088743
잠실철교북단-21,37.530448,127.097741
잠실철교북단-12,37.530431,127.097539
잠실대교북단_01-509,37.528064,127.088867
올_65A-22,37.529331,127.108206
잠실대교북단_01-01,37.528116,127.088956
올_58-01,37.517372,127.078977
올_66-20,37.528819,127.109676
잠실철교북단경관-33,37.530454,127.097465
올림픽대교남단-532,37.529498,127.107769
올림픽대교남단-555,37.529182,127.108762
올_66-28,37.529133,127.108941
탄천1교-16,37.500926,127.084877
잠실대교북단_02-18,37.528005,127.088577
잠실철교남단경관-65,37.530525,127.097743
올_59-29,37.516701,127.078693
잠실철교북단경관-82,37.530515,127.097428
탄천1교-09,37.501009,127.084677
송파지하차도-24,37.499134,127.112806
송파지하차도-01,37.499019,127.112602
잠실대교북단경관-26,37.528112,127.088659
성내교-04,37.524352,127.117048
잠실철교북단경관-81,37.530564,127.097397
잠실철교남단경관-66,37.530615,127.097686
올_59-26,37.516874,127.078632
올_60-46,37.517286,127.078729
잠실철교북단경관-68,37.530611,127.097366
올림픽대교남단-549,37.529451,127.108494
올림픽대교남단-538,37.529697,127.107727
올_66-21,37.529084,127.109569
올_58-02,37.517508,127.078753
잠실대교북단경관-25,37.52819,127.088597
올_65A-32,37.529457,127.108557
올_57-18,37.517018,127.07857
탄천1교-17,37.500759,127.084744
잠실철교남단경관-67,37.530703,127.09763
잠실철교북단경관-42,37.530674,127.097328
강_48-44,37.528328,127.08877
강_46-86,37.528053,127.088199
잠실대교북단_02-1,37.528154,127.088397
올_66-29,37.529312,127.109122
강_46-85,37.527922,127.08791
강_48-43,37.528602,127.089313
잠실대교북단_01-02,37.52846,127.088986
잠실대교북단_02-16,37.52821,127.088459
잠실대교북단경관-03,37.528265,127.088537
올_59-28,37.516683,127.078396
강_46-84,37.5278,127.087609
잠실철교북단경관-05,37.530739,127.097289
잠실철교남단경관-68,37.530782,127.097575
탄천1교-26,37.500984,127.084282
올_60-20,37.517185,127.078477
잠실대교북단_01-505,37.528357,127.08861
강_48-42,37.528892,127.089796
잠실철교북단-22,37.530795,127.09752
잠실철교북단-11,37.530786,127.097312
올림픽대교남단-543,37.529723,127.108214
강_46-83,37.527696,127.087277
올림픽대교남단-544,37.529904,127.107649
올_65A-21,37.529684,127.108408
잠실철교북단경관-34,37.530807,127.097244
잠실대교북단_02-02,37.528204,127.088168
송파지하차도-02,37.498787,127.112815
송파지하차도-23,37.498889,127.113022
강_48_1-45,37.528293,127.088296
강_48_1-46,37.528479,127.088672
강_48_1-47,37.528659,127.089059
올_58-03,37.51765,127.078513
잠실철교남단경관-69,37.530873,127.097523
잠실대교북단경관-24,37.528388,127.088449
올_66-22,37.529354,127.109545
강_46-18,37.528107,127.087884
올_65A-42,37.529515,127.109114
잠실철교북단경관-69,37.530867,127.097198
탄천1교-18,37.500708,127.084397
강_46-82,37.527605,127.086907
강_48-41,37.529229,127.090265
강_48_1-48,37.528895,127.089447
강_47-15,37.52834,127.088237
강_47-14,37.528252,127.088056
강_46-19,37.527938,127.087452
강_47-16,37.52855,127.088655
강_47-13,37.528168,127.087883
강_47-17,37.528665,127.088895
강_47-18,37.528779,127.08914
올_59-25,37.516951,127.078214
강_47_1-12,37.528085,127.087703
잠실철교남단경관-70,37.530953,127.097471
강_47_1-11,37.52801,127.087542
강_47-19,37.528893,127.089356
잠실철교북단경관-80,37.530931,127.097167
강_47_1-06,37.527934,127.087379
잠실대교북단_01-03,37.528812,127.089135
올_66-30,37.529529,127.109331
올_59-27,37.516662,127.078092
올림픽대교남단-537,37.529997,127.107936
잠실대교북단_02-03,37.528232,127.087887
탄천1교-08,37.500812,127.084132
잠실대교북단경관-23,37.528484,127.088377
올림픽대교남단-550,37.530122,127.107534
잠실대교북단_02-04,37.528112,127.087635
올_65A-44,37.529719,127.108896
올_60-47,37.517365,127.078239
강_46-81,37.527522,127.086545
강_48_1-49,37.529201,127.089925
잠실철교북단경관-79,37.530988,127.097132
강_46-20,37.527795,127.086987
올_65A-45,37.529675,127.10912
잠실철교남단경관-71,37.531035,127.097417
강_47_2-42,37.528651,127.08861
강_47_1-43,37.528439,127.088163
강_47_2-20,37.529137,127.08969
강_47_2-41,37.528833,127.088983
강_47_1-44,37.528303,127.087883
잠실대교북단_02-05,37.528042,127.087387
강_47_1-07,37.527964,127.087242
강_47_2-27,37.52956,127.090759
강_47_2-21,37.529201,127.089814
올_57-17,37.517089,127.078101
강_47_2-40,37.52901,127.089356
잠실대교북단_01-04,37.529048,127.089442
올_65A-31,37.529823,127.108773
강_47_2-22,37.529269,127.089959
잠실대교북단_02-14,37.528491,127.088208
강_47_1-45,37.528172,127.087587
잠실대교북단경관-02,37.528552,127.088326
강_47_2-23,37.529326,127.090083
잠실철교북단경관-41,37.531038,127.097098
강_47_2-26,37.529487,127.090489
강_47_2-39,37.529186,127.08972
강_47_2-24,37.529394,127.090226
강_48-40,37.529593,127.090742
강_47_2-25,37.52945,127.090346
잠실대교북단_01-501,37.528644,127.088424
강_47_1-46,37.528056,127.087276
올림픽대교남단-556,37.530277,127.107426
강_47_1-05,37.527856,127.086914
강_47_2-38,37.529383,127.090113
올_58-04,37.517718,127.078213
잠실대교북단_01-05,37.529155,127.089529
잠실철교남단경관-72,37.531121,127.097362
강_47_2-28,37.52974,127.091022
강_47-72,37.52922,127.089651
잠실철교북단경관-04,37.531095,127.097064
잠실대교북단_02-06,37.528001,127.087118
송파지하차도-03,37.498544,127.113024
송파지하차도-22,37.498653,127.113241
올림픽대교남단-531,37.530259,127.107673
올_66-23,37.529645,127.109585
강_47_1-47,37.527942,127.086957
강_48_1-50,37.529541,127.090371
잠실대교북단경관-22,37.52864,127.088252
강_46-80,37.527473,127.086131
잠실철교북단-10,37.531143,127.097084
강_47_1-04,37.527756,127.08658
강_46-21,37.527693,127.086459
강_47_1-61,37.529083,127.089148
올_60-21,37.517275,127.077962
강_47_1-08,37.528022,127.087006
올_65A-20,37.53004,127.108574
강_47_2-37,37.529626,127.090476
잠실철교북단경관-35,37.531166,127.09702
강_47_2-29,37.529922,127.091278
강_47_1-62,37.529236,127.089453
잠실철교남단경관-73,37.531208,127.097307
잠실대교북단_01-513,37.529018,127.08894
강_47_1-59,37.528814,127.088485
강_47_1-63,37.529375,127.089747
탄천1교-19,37.500526,127.084046
강_47_1-60,37.528965,127.08879
강_47_1-48,37.527839,127.086612
잠실철교북단-23,37.531221,127.09725
강_47_1-58,37.52861,127.088033
잠실대교북단_02-07,37.528055,127.086977
강_48-39,37.529938,127.091234
강_47_1-57,37.528466,127.087722
강_47_1-03,37.527642,127.08624
강_47_1-64,37.529511,127.090012
잠실대교북단경관-21,37.528728,127.088186
강_47_1-56,37.528327,127.0874
잠실대교북단_01-511,37.529104,127.088974
잠실철교북단경관-70,37.531239,127.096969
올_65A-43,37.529846,127.109435
강_47-73,37.529414,127.089683
강_47_2-36,37.529843,127.090776
강_48_1-51,37.529871,127.090849
잠실철교남단경관-74,37.531295,127.097251
강_47_1-02,37.527521,127.085923
올림픽대교남단-525,37.530499,127.107426
강_47_1-55,37.528192,127.087056
강_47_2-30,37.530113,127.091519
올_59-24,37.517038,127.077746
강_47_1-49,37.527753,127.086244
올림픽대교남단-01,37.530466,127.107672
잠실철교북단경관-78,37.531302,127.096929
잠실대교북단경관-01,37.528797,127.088134
강_47-65,37.529602,127.089966
강_47-66,37.529741,127.090325
올_58-05,37.517781,127.077902
잠실대교북단_02-12,37.52876,127.088033
강_47_1-09,37.52812,127.086798
잠실대교북단_01-515,37.528866,127.088223
강_47_1-54,37.528065,127.086699
올_60-48,37.517458,127.077782
탄천1교-07,37.500659,127.083602
잠실철교남단경관-75,37.531374,127.097201
올_66-24,37.529882,127.109671
강_47_1-01,37.527411,127.085563
잠실대교북단_01-508,37.529287,127.089059
잠실철교북단경관-77,37.531361,127.0969
강_47_2-31,37.530295,127.091774
송파지하차도-04,37.498313,127.113231
강_47_2-35,37.53009,127.09112
올_57-16,37.517173,127.077646
강_48-38,37.530282,127.091689
강_47-67,37.529947,127.090665
송파지하차도-21,37.498419,127.113459
강_46-79,37.527436,127.085544
강_46-22,37.527618,127.085807
강_47_1-53,37.527938,127.086327
강_47_1-50,37.527686,127.085893
강_48-52,37.53022,127.091374
잠실철교북단경관-40,37.531407,127.096857
올_65A-30,37.530163,127.109066
올림픽대교남단-02,37.530614,127.107581
강_47-74,37.529604,127.0896
잠실철교남단경관-76,37.531466,127.097143
올림픽대교남단-560,37.530762,127.107164
강_47-83,37.529567,127.089456
강_48-01,37.530496,127.09203
강_46_1-60,37.527342,127.085223
잠실철교북단경관-03,37.531472,127.096812
강_47-68,37.530187,127.091
강_47_2-104,37.528035,127.086273
강_47_2-34,37.53036,127.091473
강_47_2-103,37.528144,127.08644
강_47_1-52,37.527846,127.08594
탄천1교-20,37.500425,127.08358
강_47_1-10,37.528291,127.086678
올림픽대교남단-16,37.530378,127.108773
올_60-22,37.517364,127.077502
잠실철교북단-09,37.531522,127.096842
강_47_2-105,37.527951,127.086074
잠실철교남단경관-77,37.531559,127.097079
올_65A-19,37.530421,127.108728
잠실대교북단_01-11,37.528878,127.087714
잠실철교북단경관-36,37.531546,127.096768
올림픽대교남단-03,37.530779,127.107546
강_48-37,37.530615,127.092122
강_46-26,37.527615,127.085454
강_47_2-102,37.528292,127.086566
잠실대교북단_01-507,37.529487,127.088948
강_47-84,37.529612,127.089237
올_67-01,37.530055,127.109915
강_47_2-106,37.527893,127.085845
잠실대교북단_01-12,37.528829,127.087498
강_48-02,37.530714,127.092292
강_47-69,37.530416,127.091289
올림픽대교남단-519,37.531002,127.106919
올_58-06,37.517862,127.077526
잠실철교북단-24,37.531635,127.096984
강_46_1-59,37.527326,127.084903
강_47_2-33,37.53058,127.09176
장_05-14,37.496344,127.090797
강_47-75,37.52974,127.0894
잠실철교남단경관-78,37.53165,127.097028
장_05-15,37.496226,127.091136
장_05-16,37.496121,127.091457
장_05-13,37.496448,127.090489
올_65A-46,37.530201,127.109668
잠실철교북단경관-71,37.531622,127.096731
장_05-12,37.496554,127.09018
송파지하차도-05,37.498096,127.11345
강_48-53,37.530634,127.091889
장_05-17,37.495999,127.091811
송파지하차도-20,37.498197,127.113653
올_59-23,37.517127,127.077271
장_05-18,37.495891,127.092139
강_47_1-51,37.52779,127.085552
장_05-11,37.496656,127.089854
강_46-78,37.527397,127.084928
강_46-23,37.527574,127.085191
장_05-19,37.495781,127.09247
장_05-10,37.496768,127.08953
성내유수지교-01,37.52531,127.117967
탄천1교-06,37.500543,127.083125
강_47_2-101,37.528478,127.08663
장_05-09,37.496879,127.0892
장_05-20,37.49566,127.092818
올림픽대교남단-15,37.530552,127.108827
올_60-49,37.517536,127.077323
강_47-85,37.529676,127.089046
장_05-21,37.495556,127.093148
잠실대교북단_01-13,37.528877,127.087312
잠실대교북단_01-521,37.529231,127.088021
장_05-08,37.496993,127.088869
잠실철교북단경관-76,37.531703,127.096677
강_46-01,37.527852,127.085505
강_48-03,37.530916,127.09256
잠실철교남단경관-79,37.531743,127.096965
강_47-70,37.530631,127.091568
올림픽대교남단-04,37.530952,127.107586
잠실대교북단_01-504,37.529622,127.088842
장_05-62,37.49615,127.091008
장_05-22,37.495443,127.093482
장_05-34,37.496382,127.090319
장_05-07,37.497104,127.08854
올_57-15,37.517271,127.077175
장_05-35,37.496457,127.09009
강_47_2-32,37.53081,127.092064
올_65A-29,37.53051,127.109171
강_48-36,37.530937,127.092503
강_46-27,37.527569,127.084993
장_05-36,37.496536,127.089857
강_46_1-58,37.527307,127.084597
장_05-23,37.495333,127.093819
장_05-06,37.497217,127.088212
장_05-48,37.498057,127.086558
잠실철교북단경관-75,37.53177,127.096637
올림픽대교남단-513,37.531246,127.106669
강_47-76,37.529823,127.089131
잠실대교북단_01-07,37.529287,127.087894
장_05-05,37.497333,127.087878
장_05-47,37.497869,127.086828
잠실철교남단경관-80,37.531829,127.096912
장_05-24,37.495213,127.094167
강_47_2-100,37.528664,127.086664
잠실대교북단_01-14,37.528952,127.087164
강_47-86,37.529754,127.088846
장_05-49,37.498182,127.086208
장_05-37,37.496556,127.089562
잠실대교북단_01-503,37.529674,127.088651
잠실철교북단경관-39,37.531827,127.096593
탄천1교-21,37.500276,127.083154
강_48-04,37.531118,127.092798
장_05-04,37.497448,127.087533
올림픽대교남단-14,37.530716,127.108884
성내유수지교-02,37.525252,127.118341
강_47-71,37.530856,127.091828
장_05-38,37.496664,127.089251
가락지하차도-16,37.495821,127.108658
장_05-25,37.495092,127.094528
가락지하차도-17,37.495723,127.108339
잠실대교북단_01-08,37.529234,127.087653
가락지하차도-15,37.495962,127.109123
가락지하차도-18,37.495619,127.108005
강_48-54,37.53104,127.092412
가락지하차도-14,37.49605,127.109421
장_05-41,37.49702,127.088371
올_60-23,37.517452,127.077052
장_05-39,37.496774,127.088927
가락지하차도-13,37.496144,127.109736
가락지하차도-19,37.495505,127.107669
장_05-46,37.497667,127.087022
올림픽대교남단-05,37.531103,127.10769
가락지하차도-20,37.495414,127.107348
잠실철교남단경관-81,37.53191,127.096857
가락지하차도-12,37.496255,127.110073
올_58-07,37.517933,127.077171
장_05-03,37.497569,127.087184
강_46_1-57,37.527277,127.084286
장_05-40,37.496881,127.08862
잠실대교북단_01-09,37.529474,127.088049
강_46-02,37.527792,127.085021
장_05-26,37.494968,127.094896
장_05-42,37.497127,127.088055
잠실철교북단경관-02,37.531896,127.096557
잠실철교북단-08,37.531902,127.096599
가락지하차도-11,37.496356,127.11041
장_05-50,37.498292,127.085843
송파지하차도-06,37.497858,127.113671
강_46-24,37.527536,127.084598
잠실대교북단_01-15,37.529061,127.087123
강_47-77,37.529887,127.088872
잠실대교북단_01-10,37.529605,127.088229
장_06-60,37.497978,127.086326
올림픽대교남단-508,37.531463,127.106455
잠실대교북단_01-500,37.529696,127.088422
송파지하차도-19,37.497945,127.113887
장_05-43,37.497233,127.087732
강_47_2-99,37.528847,127.086696
장_05-45,37.497491,127.087208
올_65A-47,37.530521,127.109798
강_46-77,37.52735,127.084282
올_67-02,37.530427,127.110065
장_05-02,37.497684,127.086828
강_48-05,37.5313,127.093046
강_48-35,37.531242,127.092816
장_05-27,37.494849,127.095258
올_65A-18,37.530806,127.108986
강_46-28,37.527541,127.084533
강_47-87,37.529831,127.088651
잠실철교남단경관-82,37.531996,127.096806
잠실철교북단경관-37,37.531964,127.096518
장_05-44,37.497339,127.087429
올림픽대교남단-13,37.530874,127.108876
올_59-22,37.517213,127.076827
성내유수지교-24,37.525635,127.118178
장_05-51,37.498405,127.085477
잠실철교북단-25,37.532022,127.096737
장_06-61,37.49811,127.085941
장_05-01,37.497808,127.086455
장_05-28,37.494725,127.095627
강_46_1-56,37.527244,127.083994
가락지하차도-05,37.495654,127.108736
탄천1교-05,37.500388,127.082686
가락지하차도-06,37.495795,127.109195
강_48_1-85,37.531127,127.092083
가락지하차도-04,37.495551,127.10841
가락지하차도-07,37.495891,127.109492
올림픽대교_중-07,37.531435,127.107002
올림픽대교_중-08,37.531399,127.107163
가락지하차도-03,37.495443,127.108073
가락지하차도-02,37.495354,127.107755
가락지하차도-08,37.495987,127.109805
올림픽대교남단-06,37.531228,127.107862
올림픽대교_중-06,37.531485,127.106855
잠실철교북단경관-72,37.532034,127.096476
올_60-50,37.51763,127.076866
가락지하차도-01,37.495254,127.107417
올림픽대교_중-09,37.53137,127.10737
가락지하차도-09,37.496093,127.110142
잠실대교북단_01-16,37.529218,127.087118
잠실철교남단경관-83,37.532084,127.096749
성내유수지교-03,37.525228,127.118734
올림픽대교_중-05,37.531548,127.106706
가락지하차도-10,37.496197,127.11048
강_47_2-98,37.529031,127.086726
장_05-29,37.494601,127.096
장_06-62,37.49823,127.085575
잠실대교북단_01-17,37.529302,127.087215
장_05-52,37.498522,127.08509
강_47-78,37.529957,127.088601
올림픽대교남단-12,37.531006,127.108828
올림픽대교_중-10,37.531363,127.107588
강_47-94,37.529119,127.086841
올림픽대교_중-04,37.531609,127.106593
강_46-03,37.527748,127.084548
올림픽대교남단-504,37.531695,127.106219
잠실대교북단_01-520,37.529571,127.087716
강_48-06,37.531522,127.093265
잠실철교북단경관-74,37.532098,127.096433
올_57-14,37.517363,127.076701
강_47-88,37.529913,127.088434
올_65A-28,37.530885,127.10929
강_47-89,37.529848,127.088287
강_48-34,37.531524,127.093144
올림픽대교_중-500,37.53168,127.106472
잠실철교남단경관-84,37.532165,127.0967
올림픽대교남단-07,37.531291,127.108073
올림픽대교_중-11,37.531374,127.10778
탄천1교-22,37.50017,127.082717
장_05-30,37.494479,127.096362
올_58-08,37.518002,127.076837
장_06-63,37.498354,127.08522
강_46-29,37.527512,127.084096
장_06-59,37.497765,127.0862
잠실대교북단_01-06,37.529494,127.087421
올림픽대교남단-11,37.53111,127.108755
강_46_1-55,37.527227,127.083682
강_48_1-86,37.531358,127.092335
잠실철교북단경관-73,37.532163,127.096399
강_48-55,37.531515,127.092906
올_57-38,37.517008,127.076518
장_05-53,37.498635,127.084714
올_65A-17,37.531047,127.109043
성내유수지교-23,37.525592,127.118572
강_47-93,37.52936,127.087074
강_47-90,37.529804,127.087981
올림픽대교_중-02,37.53177,127.106346
올림픽대교_중-12,37.531392,127.107956
올림픽대교남단-08,37.531303,127.108274
강_47-92,37.529533,127.087375
올림픽대교남단-10,37.531197,127.108645
잠실철교남단경관-85,37.532234,127.096651
강_47-91,37.52971,127.087718
장_05-31,37.494361,127.096716
장_06-58,37.497898,127.08582
올_60-24,37.517538,127.076598
강_46-25,37.527483,127.083912
장_06-64,37.498476,127.084857
올림픽대교남단-09,37.531274,127.108485
잠실철교북단-07,37.532228,127.096392
강_46-76,37.527306,127.083646
잠실철교북단경관-38,37.532226,127.096347
강_47-79,37.530027,127.088342
올림픽대교_중-01,37.531856,127.106244
강_47-95,37.529356,127.086859
올림픽대교_중-13,37.531428,127.108127
장_05-54,37.498755,127.084329
잠실철교남단경관-86,37.532306,127.096606
장_05-32,37.494255,127.09706
수서IC_02-19,37.494447,127.09554
올림픽대교남단-501,37.531953,127.10596
장_06-57,37.49802,127.085439
잠실철교북단경관-01,37.532288,127.096314
성내유수지교-04,37.525237,127.119132
올_67-03,37.530815,127.110154
올_59-21,37.517288,127.076407
수서IC_02-18,37.494328,127.096164
강_46_1-54,37.527208,127.083366
강_46-04,37.527701,127.084036
장_06-65,37.498607,127.084475
강_48-33,37.531811,127.093475
강_48_1-87,37.5316,127.092596
올_65A-48,37.530977,127.109797
탄천교-08,37.494194,127.103195
탄천1교-04,37.500272,127.082222
잠실철교남단경관-87,37.532378,127.096559
잠실철교북단-26,37.532376,127.096514
장_06-56,37.498146,127.085073
장_05-33,37.494123,127.09739
장_05-55,37.498861,127.083974
강_47-80,37.530093,127.088084
올_60-51,37.517719,127.07642
성내유수지교-22,37.525587,127.118941
수서IC_02-20,37.49428,127.095837
올림픽대교_중-14,37.531503,127.108348
강_48-84,37.531845,127.093234
올_58-09,37.518036,127.076494
장_06-66,37.498731,127.084105
올_57-37,37.517178,127.07624
강_48-07,37.531991,127.093837
강_46-30,37.527482,127.083535
올_65A-16,37.531298,127.109099
수서IC_02-17,37.494141,127.096723
탄천교-09,37.494061,127.102749
올_65A-27,37.531231,127.109397
장_06-55,37.498269,127.084718
강_47-96,37.529596,127.086896
잠실대교북단_01-519,37.529781,127.087235
강_48-56,37.531955,127.093412
강_46_1-53,37.527203,127.083062
장_05-56,37.493993,127.097731
잠실대교북단_01-518,37.529892,127.087427
장_06-67,37.498965,127.083622
강_48_1-88,37.531856,127.092883
탄천1교-23,37.50001,127.082282
송파지하차도-07,37.497362,127.11412
송파지하차도-18,37.497467,127.114321
올_57-13,37.517467,127.076197
올림픽대교_중-514,37.532261,127.105628
강_48-32,37.532095,127.093778
탄천교-10,37.493914,127.102278
장_06-54,37.498381,127.084375
잠실철교북단-06,37.532525,127.096201
강_47-81,37.530158,127.087813
올림픽대교_중-15,37.531601,127.108563
강_46-75,37.527297,127.08304
올_60-25,37.517622,127.076177
수서IC_02-21,37.494076,127.096132
강_46-05,37.527667,127.083519
강_48-83,37.532059,127.093441
수서IC_02-31,37.49419,127.095308
수서IC_02-16,37.49393,127.097328
장_05-57,37.493864,127.098055
잠실대교북단_01-517,37.529872,127.08713
성내유수지교-05,37.525288,127.119547
탄천교-07,37.493959,127.103497
장_06-68,37.499065,127.083281
강_48-08,37.532243,127.094081
잠실대교북단_01-516,37.530021,127.087368
강_46_1-52,37.527195,127.082772
강_47-97,37.529835,127.086951
장_06-53,37.498505,127.084012
올_58-10,37.518029,127.076181
탄천교-11,37.493768,127.101795
올_67-04,37.531186,127.110217
성내유수지교-21,37.525624,127.119342
수서IC_02-43,37.493847,127.09721
올_57-36,37.517346,127.075952
강_48-89,37.532112,127.093151
올_65A-49,37.531321,127.109885
강_46-31,37.527469,127.083017
올_65A-15,37.531568,127.109168
탄천교-06,37.493817,127.103035
장_05-58,37.493727,127.098376
강_48-57,37.532271,127.093729
잠실철교북단-27,37.532704,127.096308
장_06-69,37.499167,127.082951
강_48-82,37.532262,127.093639
올림픽대교_중-16,37.53173,127.108771
강_48-31,37.53237,127.094084
장_06-52,37.498641,127.083614
탄천1교-03,37.500107,127.081747
올_60-52,37.517802,127.075988
수서IC_02-22,37.493842,127.096427
올림픽대교_중-517,37.532553,127.105337
수서IC_02-32,37.493917,127.095726
올_65A-26,37.531552,127.109501
강_48-09,37.532472,127.094345
탄천교-12,37.493615,127.101302
강_46_1-51,37.527188,127.082477
탄천교-05,37.493668,127.102563
수서IC_02-15,37.49365,127.09784
송파지하차도-08,37.497108,127.11436
장_05-59,37.493592,127.098692
강_46-06,37.527643,127.083007
송파지하차도-17,37.497205,127.114546
장_06-70,37.499263,127.082624
강_46-32,37.52747,127.082775
강_48-90,37.532317,127.093356
수서IC_02-42,37.493715,127.096813
탄천1교-24,37.4999,127.081813
장_06-51,37.498768,127.083235
성내유수지교-06,37.52536,127.119894
강_46_1-61,37.527613,127.082877
강_48-81,37.532477,127.09387
잠실철교북단-05,37.53284,127.095997
올_58-11,37.518021,127.075874
올림픽대교_중-17,37.531862,127.108913
장_06-39,37.497887,127.084421
강_46-74,37.527243,127.082335
수서IC_02-25,37.493608,127.097164
탄천교-13,37.493467,127.100809
탄천교-04,37.493518,127.102095
올_57-12,37.51757,127.075687
수서IC_02-26,37.493542,127.097719
장_06-71,37.49937,127.082281
강_48-58,37.53258,127.094061
성내유수지교-20,37.525688,127.119719
장_05-60,37.493452,127.099032
강_48-30,37.53265,127.094373
올_56-01,37.517716,127.075696
강_48-10,37.5327,127.094614
올_57-35,37.517418,127.075599
장_04-31,37.49342,127.0998
장_06-50,37.498892,127.082855
강_46_1-50,37.527186,127.082164
장_04-32,37.493417,127.099456
수서IC_02-23,37.493597,127.096657
올림픽대교_중-520,37.532824,127.105055
올_65A-14,37.531854,127.109253
올_65A-50,37.531628,127.109957
강_48-91,37.532526,127.093555
강_46-33,37.527468,127.082473
장_06-38,37.49799,127.084076
장_04-30,37.493368,127.100165
잠실철교북단-28,37.532996,127.096127
수서IC_02-33,37.493614,127.096046
올_67-05,37.531588,127.11025
강_48-80,37.532689,127.094083
장_04-33,37.493345,127.099104
장_06-72,37.499473,127.081947
탄천교-03,37.493352,127.101568
수서IC_02-14,37.49337,127.098295
강_46-73,37.527249,127.082056
탄천교-14,37.493305,127.100305
장_06-49,37.499019,127.082478
올림픽대교_중-18,37.532015,127.109063
탄천1교-02,37.499991,127.081284
장_06-36,37.498278,127.083454
장_06-37,37.498095,127.083717
수서IC_02-38,37.493509,127.096324
송파지하차도-09,37.496872,127.114566
송파지하차도-16,37.496976,127.114756
강_46-07,37.527643,127.082487
올_67A-30,37.531915,127.109482
수서IC_02-27,37.493337,127.098056
강_46_1-49,37.52719,127.081869
올_58-12,37.518064,127.075555
강_48-92,37.532729,127.093754
강_46-34,37.527478,127.082208
장_04-29,37.493234,127.100483
장_05-61,37.493232,127.099496
장_04-34,37.493251,127.09875
성내유수지교-07,37.525469,127.120294
강_48-29,37.532936,127.09468
강_48-59,37.532885,127.094396
장_06-73,37.499577,127.081603
강_48_1-11,37.532975,127.094844
올_56-22,37.517953,127.075458
탄천1교-25,37.499743,127.081397
탄천교-02,37.493201,127.101076
장_06-48,37.499147,127.082112
장_06-35,37.498368,127.083138
잠실철교북단-04,37.533133,127.095804
올림픽대교_중-523,37.533088,127.104783
강_48-79,37.532897,127.094289
성내유수지교-19,37.525793,127.1201
올림픽대교_중-19,37.532165,127.109158
강_46-72,37.52727,127.081774
올_57-34,37.517488,127.075235
수서IC_02-13,37.493148,127.098739
수서IC_02-24,37.493282,127.096894
장_04-35,37.493159,127.098416
수서IC_02-10,37.493112,127.099695
올_65A-13,37.532139,127.109333
올_65A-51,37.531947,127.109987
강_46-35,37.527488,127.081965
장_04-28,37.493091,127.10079
장_06-34,37.498462,127.082816
장_06-74,37.499688,127.081278
잠실철교북단-01,37.533132,127.095058
올_56-02,37.517806,127.07526
수서IC_02-12,37.493088,127.099054
수서IC_02-11,37.493076,127.099372
잠실철교북단-29,37.533272,127.095954
강_46_1-48,37.527203,127.081577
탄천교-01,37.493057,127.100613
장_06-47,37.499269,127.081724
수서IC_02-34,37.493284,127.096265
강_48_1-12,37.533152,127.095034
수서IC_02-39,37.493245,127.096512
올_57-11,37.51767,127.075173
수서IC_02-28,37.493056,127.098263
강_48-78,37.533111,127.094496
올_58-13,37.518119,127.075256
송파지하차도-10,37.49665,127.114779
장_04-36,37.493059,127.098069
강_48-93,37.53305,127.09408
송파지하차도-15,37.496744,127.114977
장_06-33,37.498553,127.08249
올림픽대교_중-20,37.532314,127.109237
강_46-08,37.52765,127.081955
올림픽대교_중-535,37.533382,127.104247
장_06-75,37.499793,127.080959
올림픽대교_중-529,37.533357,127.104494
수서IC_02-09,37.492965,127.099294
올_67-06,37.53201,127.110277
잠실철교북단-03,37.533367,127.095652
장_06-46,37.499393,127.081365
강_46-71,37.52731,127.08147
강_48-60,37.533227,127.094744
탄천1교-01,37.499838,127.080841
성내유수지교-08,37.525576,127.12066
강_48_1-13,37.533318,127.095199
장_04-27,37.492923,127.101084
장_04-47,37.49289,127.100239
잠실철교북단-02,37.53336,127.095289
올_67A-29,37.532295,127.109595
수서IC_01-16,37.492883,127.100121
수서IC_02-30,37.493012,127.09713
강_46_1-47,37.527227,127.081273
장_04-37,37.492962,127.097718
올_56-23,37.518029,127.075051
성내유수지교-18,37.525897,127.120453
강_48-77,37.533302,127.094693
장_06-32,37.498572,127.082229
장_06-76,37.499908,127.080623
올_65A-12,37.532408,127.109409
수서IC_02-08,37.492851,127.098883
올림픽대교_중-21,37.532462,127.109308
올_57-33,37.517566,127.074846
수서IC_02-40,37.492986,127.096675
장_06-45,37.499514,127.080994
올림픽대교_중-501,37.533577,127.104053
강_48_1-14,37.533468,127.095372
잠실철교북단-30,37.53354,127.095785
강_46-36,37.527518,127.081458
올_67A-01,37.532337,127.109874
올림픽대교_중-511,37.533553,127.104504
강_48-94,37.533349,127.094379
올_58-14,37.518178,127.074947
장_04-38,37.492853,127.097346
올_67A-02,37.5323,127.110094
장_04-26,37.492754,127.101376
강_46-70,37.527348,127.081165
수서IC_02-07,37.492768,127.098484
